 label Gender(0=Male;1=Female;) Gender_ID(0=Male;1=Female;2=Other;) Greek(0=No;1=Yes;) Home_Town(0=Small_Town;1=Medium_City;2=Big_City_Subrub;3=Big_City;) In_State(0=No;1=Yes;) Ethnicity(0=White;1=Black;2=Hispanic;3=East_Asian;4=South_Asian;5=Other;) Religion(0=Christian;1=Jewish;2=Muslim;3=Hindu;4=Buddhist;5=Religious_but_not_one_of_the_above;6=Agnostic;7=Atheist;) Religious like_Math Calculus(0=No;1=Yes;) ACT GPA Party_Hours_per_week Drinks_per_week Sex_Partners Relationships Call_Parents Cell_Phone(0=Android;1=iPhone;2=Other;) Social_Media(10=V10_or_more;) Texts Good_or_Well Expected_Income President(1=Donald_Trump;2=Hillary_Clinton;3=Jill_Stein;4=Gary_Johnson;5=Not_eligible_to_vote;6=Chose_not_to_vote;) Illinois_Commitment Family_Income Liberal Political_Party(0=Democratic;1=Republican;2=Independent;3=Green;4=Libertarian;5=Other;) Grade_vs_Learning Parent_Relationship Work_Hours Tuition Career Section(1=L1;2=KF;3=ONL;) 
Obs844 844 0 0 0 1 0 3 7 0 5 1 34 3.9 0 0 0 1 3 0 4 2 7 300 5 5 400 5 5 5 8 0 100 7 2 
Obs845 845 1 1 0 3 1 0 0 3 4 1 27 3.5 20 8 1 1 7 1 3 10 5 400 5 5 200 5 5 5 8 20 90 0 2 
Obs846 846 1 1 1 2 1 0 6 1 5 1 34 3.5 7 7 2 0 0 1 2 7 5 75 2 10 250 0 0 5 2 0 100 5 2 
Obs847 847 1 1 0 2 0 4 3 5 5 1 31 3.4 4 4 1 1 10 1 3 3 5 100 5 9 300 1 0 6 9 10 100 10 2 
Obs848 848 1 1 0 2 1 0 2 8 3 1 32 3.9 0 0 0 0 6 1 1 5 3 100 5 9 200 3 0 5 10 0 100 6 2 
Obs849 849 1 1 1 3 1 5 2 4 2 1 23 3.5 3 2 1 1 3 1 3 4 6 56 5 7 65 5 5 6 7 10 90 3 2 
Obs850 850 0 0 0 1 1 1 2 5 8 1 30 2.8 2 6 2 1 3 1 2 5 3 200 5 10 300 5 2 6 8 5 100 0 2 
Obs851 851 1 1 0 3 1 5 5 5 7 1 21 3.4 5 2 1 2 2 1 3 4 8 150 6 10 70 2 0 5 7 10 50 10 2 
Obs852 852 0 0 0 2 1 3 6 0 3 1 27 3.5 4 5 4 3 2 1 3 8 5 100 6 5 40 4 0 5 8 15 30 4 2 
Obs853 853 1 1 0 1 1 0 7 0 6 1 32 3.4 0 0 5 3 0 1 3 6 3 165 5 10 45 0 0 3 7 20 70 7 2 
Obs854 854 1 1 0 0 1 0 0 5 5 1 28 4 3 2 1 1 3 1 4 3 5 200 5 10 300 5 0 5 9 0 100 10 2 
Obs855 855 1 1 0 1 1 0 6 1 5 1 27 3.5 2 5 10 3 3 1 2 3 4 60 2 10 38 1 5 4 2 0 0 1 2 
Obs856 856 1 1 0 3 0 4 0 5 4 0 30 3 2 0 0 2 3 1 8 7 7 100 5 5 85 5 0 7 10 0 100 3 2 
Obs857 857 0 0 0 2 1 0 0 0 8 1 33 3.8 4 0 2 2 2 1 5 4 3 350 2 10 300 1 0 7 6 10 60 10 2 
Obs858 858 0 0 0 3 0 3 4 6 6 1 32 3.6 0 7 0 0 4 0 1 0 4 300 6 5 600 5 5 7 8 0 100 5 2 
Obs859 859 1 1 0 3 1 3 4 4 7 1 26 2.8 0 0 2 3 4 1 5 6 5 100 6 10 15 4 5 5 10 10 100 4 2 
Obs860 860 1 1 0 3 1 5 6 4 8 1 28 3.3 8 16 10 3 6 1 10 3 3 96 5 10 32 2 0 4 4 15 0 7 2 
Obs861 861 1 1 1 2 1 2 0 3 2 0 28 3.5 24 32 5 2 3 1 3 12 6 80 6 7 400 3 0 4 10 0 100 3 2 
Obs862 862 1 1 0 1 1 2 5 2 6 1 19 3.3 3 0 0 1 7 0 1 8 5 60 5 10 58 5 5 5 9 10 20 10 2 
Obs863 863 0 0 0 3 0 3 4 4 7 1 27 3 4 10 1 1 1 1 4 2 3 100 5 9 10000 5 5 4 8 0 100 5 2 
Obs864 864 0 0 1 0 1 4 3 3 7 1 26 2.8 8 10 1 0 5 1 5 10 8 70 5 7 60 3 0 4 7 0 100 7 2 
Obs865 865 1 1 0 2 1 1 6 4 5 0 18 3.2 2 2 0 0 0 1 7 3 5 280 5 0 14 2 1 3 8 15 100 3 2 
Obs866 866 1 1 0 2 1 0 0 4 0 0 25 3.5 0 0 1 1 5 1 4 5 5 90 5 5 90 2 0 7 8 5 60 9 2 
Obs867 867 1 1 0 0 1 0 6 0 5 1 26 3.7 8 10 2 2 1 1 4 7 0 90 5 10 40 0 0 5 10 15 10 10 2 
Obs868 868 0 0 0 1 0 3 7 0 0 0 30 3.5 0 0 0 0 0 0 1 2 8 100 5 5 50 8 5 6 6 0 100 0 2 
Obs869 869 1 1 0 3 1 5 7 0 4 1 32 3.1 1 2 0 1 0 0 7 4 4 111 5 10 12 3 0 8 7 15 0 8 2 
Obs870 870 0 0 0 2 1 0 0 2 7 0 29 3.3 0 0 0 0 1 1 2 5 6 80 5 9 180 3 0 4 10 0 70 2 2 
Obs871 871 1 1 1 3 1 0 0 0 7 1 27 3 22 30 15 3 0 1 3 15 0 100 2 10 180 1 0 3 10 15 100 3 2 
Obs872 872 0 0 0 3 0 3 0 6 7 1 28 3.4 3 3 1 0 5 1 2 3 5 700 5 10 900 5 0 6 8 0 100 7 2 
Obs873 873 1 1 0 3 1 5 6 3 2 1 32 3.9 0 0 0 0 1 1 4 4 6 65 5 10 32 8 0 5 8 0 30 2 2 
Obs874 874 0 0 0 1 1 5 0 4 3 0 31 3.8 0 0 1 1 3 1 3 2 5 250 5 2 175 7 4 4 10 0 100 8 2 
Obs875 875 1 1 0 3 1 1 2 6 9 1 28 3.5 4 3 2 3 0 1 2 4 4 250 5 10 45 5 0 4 4 25 0 7 2 
Obs876 876 1 1 0 0 1 0 0 2 2 0 22 4 0 0 1 1 1 1 3 4 0 70 5 10 70 5 0 6 6 0 0 10 2 
Obs877 877 1 1 0 2 1 2 5 7 6 1 20 3.5 8 1 0 0 4 1 5 7 5 100 5 10 60 0 0 2 9 0 100 8 2 
Obs878 878 1 1 1 2 1 0 0 5 4 0 27 3.9 6 8 4 0 7 1 6 4 0 65 5 10 50 3 0 5 10 0 50 10 2 
Obs879 879 1 1 0 2 0 3 7 0 3 1 33 3.1 0 0 1 1 1 1 2 5 9 90 6 5 100 0 0 4 10 5 100 8 2 
Obs880 880 1 1 0 0 1 0 7 0 5 1 24 3.8 0 0 1 2 0 1 7 7 7 50 5 10 62 5 5 10 3 0 100 7 2 
Obs881 881 0 0 0 1 1 4 3 10 5 1 27 3 50 50 50 2 2 1 2 1 10 90000 6 10 90000 10 5 10 10 45 90 3 2 
Obs882 882 1 1 0 3 1 2 0 5 7 1 30 3.1 5 3 0 0 5 1 5 5 6 80 5 10 115 3 0 5 10 0 80 9 2 
Obs883 883 0 0 0 2 1 0 0 0 5 1 29 2.4 2 1 1 1 2 1 8 2 0 200 5 0 290 7 1 7 9 0 20 6 2 
Obs884 884 1 1 0 1 1 0 5 6 0 0 24 3.5 1 2 8 1 1 1 6 3 0 40 5 10 60 1 0 6 9 0 50 5 2 
Obs885 885 1 1 1 2 1 5 1 5 8 1 26 3.2 10 7 1 1 5 1 3 6 7 100 2 9 120 1 0 5 10 10 100 6 2 
Obs886 886 0 0 1 2 1 0 0 8 5 1 25 3 4 20 4 2 8 1 4 6 5 125 6 2 200 10 1 4 10 10 70 10 3 
Obs887 887 0 0 0 1 0 4 3 5 8 1 29 3.8 1 0 2 1 5 1 2 4 5 10000 5 10 100 5 5 5 8 0 100 10 3 
Obs888 888 0 0 0 3 1 2 6 4 6 1 30 3 6 4 1 2 4 1 2 7 3 100 5 10 60 3 4 6 8 0 80 6 3 
Obs889 889 0 0 0 2 1 3 0 7 3 1 32 3.2 0 0 0 3 1 1 1 2 3 80 6 7 52 7 1 5 6 10 10 7 3 
Obs890 890 1 1 0 2 0 4 3 7 6 1 31 3.2 6 6 1 1 4 1 3 5 6 124 2 7 300 3 0 5 9 0 90 8 3 
Obs891 891 0 0 1 1 1 2 0 5 4 1 26 2.7 0 0 3 1 7 1 3 2 5 80 2 10 120 6 2 5 6 0 10 5 3 
Obs892 892 1 1 0 2 1 2 0 6 7 1 31 3.8 20 13 1 3 4 1 5 3 0 85 5 10 100 5 2 4 10 0 100 7 3 
Obs893 893 1 1 0 2 1 0 0 10 5 1 22 3.5 0 0 0 0 7 0 1 4 5 100 6 0 81 10 1 5 10 0 0 10 3 
Obs894 894 0 0 0 1 0 3 7 9 10 1 31 3.9 0 0 0 3 3 1 1 1 5 270 5 10 100 7 5 5 9 0 100 5 3 
Obs895 895 0 0 0 3 0 3 0 0 8 1 32 4 1 0 0 2 1 1 2 15 8 80 5 2 150 5 0 3 9 0 100 2 3 
Obs896 896 0 0 1 2 1 2 6 1 8 1 29 3 10 20 3 1 2 0 5 4 7 120 3 2 100 6 2 6 9 0 100 5 3 
Obs897 897 0 0 0 1 0 0 7 0 0 1 33 3.9 0 0 0 0 2 1 0 0 0 100 5 0 100 0 2 10 10 0 0 0 3 
Obs898 898 1 1 0 0 1 0 6 3 1 0 25 3.8 4 2 1 0 7 1 2 2 5 100 5 10 55 5 5 4 8 10 10 1 3 
Obs899 899 0 0 1 3 1 5 0 0 8 1 28 3.2 4 5 0 1 1 1 5 15 0 150 5 6 98 0 0 5 7 20 50 8 3 
Obs900 900 0 0 1 2 1 0 2 7 6 1 30 3.4 2 0 0 0 2 1 2 3 4 500 2 10 200 3 5 5 6 10 80 3 3 
Obs901 901 0 0 0 3 0 3 0 9 8 1 30 3 0 0 0 2 1 1 2 2 6 100 5 5 125 4 0 3 8 0 100 9 3 
Obs902 902 0 0 0 3 1 0 0 3 7 1 28 3.9 6 10 0 0 1 1 2 4 4 100 5 4 190 5 5 5 9 0 50 5 3 
Obs903 903 1 1 0 1 1 0 7 0 3 1 26 3.3 7 20 7 1 5 1 3 6 8 90 2 5 70 2 0 3 10 10 60 6 3 
Obs904 904 1 1 1 2 1 0 6 1 7 1 25 3.6 5 6 0 0 4 1 2 3 6 500 2 6 1000 1 0 5 8 0 100 8 3 
Obs905 905 1 1 0 2 1 1 5 4 0 0 21 2.3 2 4 0 0 9 0 2 3 5 350 5 3 100 2 0 6 5 0 100 3 3 
Obs906 906 1 1 0 2 1 5 6 1 5 0 31 4 3 1 2 1 3 1 4 4 2 44 2 10 70 0 0 4 7 15 10 0 3 
Obs907 907 1 1 1 2 1 1 0 7 8 1 25 3.5 24 10 6 1 3 1 3 20 7 200 2 8 550 3 0 4 8 10 90 10 3 
Obs908 908 1 1 0 3 1 4 2 6 6 1 18 2.9 2 0 0 0 10 1 8 4 5 80 2 10 28 0 0 8 10 15 10 7 3 
Obs909 909 1 1 0 3 1 2 5 5 10 1 28 3 4 3 3 1 6 1 5 7 5 900 5 3 20 5 0 5 10 0 100 10 3 
Obs910 910 0 0 1 3 1 2 0 7 7 1 23 3 3 6 4 2 6 1 5 3 5 100 5 10 51 4 0 7 10 25 10 8 3 
Obs911 911 1 1 0 3 0 3 7 1 5 0 30 3.4 0 0 0 3 5 0 5 5 5 97 5 5 80 5 2 5 8 0 100 7 3 
Obs912 912 1 1 1 2 1 0 0 9 7 1 31 3.8 2 0 0 0 15 1 3 5 3 100 5 3 200 7 1 4 10 10 80 8 3 
Obs913 913 0 0 0 3 0 3 6 0 6 1 32 4 3 0 0 1 3 1 2 10 5 10000 5 5 2000 5 5 5 8 0 100 3 3 
Obs914 914 1 1 1 2 1 0 0 7 4 1 31 2.6 15 18 6 2 3 1 4 5 0 75 2 10 80 2 0 10 8 15 100 0 3 
Obs915 915 1 1 0 2 1 3 0 3 1 1 27 3.7 10 2 1 0 10 1 3 6 9 200 5 10 60 2 0 5 8 0 20 0 3 
Obs916 916 1 1 0 3 1 3 0 2 7 1 30 4 0 0 1 1 1 1 5 2 5 200 5 10 30 2 0 5 9 0 10 8 3 
Obs917 917 1 1 0 3 1 2 0 5 7 1 31 3.6 8 0 1 1 4 1 2 6 5 80 5 10 48 2 0 7 8 0 0 2 3 
Obs918 918 0 0 0 1 1 5 0 10 6 0 27 3.8 1 0 0 0 20 1 2 5 0 18 5 10 140 5 0 6 10 20 100 7 3 
Obs919 919 1 1 0 3 0 3 7 2 7 1 34 3 0 0 0 1 1 1 5 1 7 80 5 5 30 3 0 6 7 0 100 7 3 
Obs920 920 1 1 0 3 1 2 0 1 3 1 26 3.6 1 0 1 1 3 1 2 5 7 80 5 10 56 4 0 7 9 0 0 7 3 
Obs921 921 1 1 0 0 1 0 0 5 5 1 24 3.8 2 0 1 1 10 1 3 30 5 65 5 8 82 4 2 3 7 10 30 7 3 
Obs922 922 0 0 0 1 0 5 0 3 0 1 33 2.7 1 1 3 6 1 1 3 1 0 10000 2 2 100 2 5 2 2 0 100 0 3 
Obs923 923 0 0 0 2 1 0 0 7 0 1 32 2.5 3 4 1 1 5 1 3 3 7 200 1 2 80 8 1 7 9 15 0 2 3 
Obs924 924 1 1 1 3 1 0 6 4 3 0 25 3 6 20 8 2 7 1 6 11 2 800 2 6 878 10 2 9 9 20 30 10 3 
Obs925 925 1 1 0 3 1 0 7 0 1 0 30 3.7 4 1 3 1 5 1 2 15 9 130 2 8 150 1 0 7 10 5 60 6 3 
Obs926 926 1 1 0 2 0 1 0 4 4 0 27 3.8 8 20 10 2 3 1 2 6 10 900 6 9 900 5 2 6 7 0 0 5 3 
Obs927 927 1 1 0 2 0 3 7 3 6 1 29 3.9 0 0 0 1 1 1 5 2 10 700 5 6 500 4 5 6 7 0 100 8 3 
Obs928 928 1 1 1 2 1 0 0 7 9 1 30 3.9 6 8 0 0 2 1 4 3 6 50 5 7 100 8 0 4 8 25 90 9 3 
Obs929 929 1 1 0 0 1 5 0 1 1 0 22 3.5 8 8 1 1 1 1 2 4 0 100 5 10 40 2 4 1 7 10 80 8 3 
Obs930 930 1 1 0 3 1 2 5 4 5 0 23 3.9 0 0 1 2 0 1 4 3 5 90 6 10 25 5 2 5 5 0 0 7 3 
Obs931 931 1 1 1 2 1 0 6 0 1 1 29 3.4 2 2 5 1 3 1 3 4 6 85 2 10 90 0 0 5 9 15 100 8 3 
Obs932 932 1 1 0 2 1 0 0 10 5 1 22 3.6 0 0 0 0 7 0 1 4 0 100 6 10 80 10 1 5 10 0 0 10 3 
Obs933 933 1 1 0 3 1 0 7 4 2 0 23 3.6 0 1 24 3 7 1 1 2 3 90 2 10 200 0 5 6 10 45 0 7 3 
Obs934 934 1 1 0 2 0 0 0 8 9 1 24 3.4 3 4 0 0 4 1 5 9 0 90 6 5 300 6 1 5 9 0 70 0 3 
Obs935 935 0 0 1 3 1 4 2 0 2 1 22 2.8 0 0 5 0 3 0 6 8 7 100 2 5 18 2 0 3 5 0 10 7 3 
Obs936 936 1 1 0 3 1 2 6 0 7 1 24 3.4 10 4 0 0 1 1 4 5 10 120 5 6 60 1 0 5 3 0 90 1 3 
Obs937 937 1 1 0 3 1 3 5 7 0 1 22 3 2 3 0 2 5 1 3 2 4 90 6 5 19 5 2 5 5 0 10 10 3 
Obs938 938 0 0 1 1 1 5 0 10 5 0 28 2.8 20 25 12 1 0 1 10 10 0 1000 2 10 750 0 0 10 0 20 100 10 3 
Obs939 939 0 0 0 0 1 2 0 1 5 1 28 3 0 0 1 1 0 0 3 2 10 100 2 10 50 0 0 5 10 10 0 5 3 
Obs940 940 1 1 0 0 1 5 0 1 5 1 25 3.9 10 8 0 1 3 1 2 3 0 50 5 10 40 5 2 8 7 0 0 10 3 
Obs941 941 0 0 0 3 1 2 0 3 5 1 22 3 0 0 0 1 2 0 3 3 4 50 5 10 65 2 0 3 8 0 10 2 3 
Obs942 942 1 1 0 2 1 3 0 2 8 1 22 3.8 0 0 0 0 6 1 5 5 8 80 6 10 50 0 0 8 9 5 80 7 3 
Obs943 943 0 0 0 0 1 0 7 0 3 1 31 3.7 0 8 7 3 7 0 1 3 7 100 6 8 85 6 1 5 7 0 0 10 3 
Obs944 944 0 1 0 2 0 4 4 1 8 0 32 1.2 4 3 10 10 13 1 2 3 2 5 1 7 5 0 1 1 2 35 60 5 3 
Obs945 945 0 0 0 3 0 0 6 0 5 0 31 3.8 0 2 20 5 1 1 0 2 3 100 2 10 170 2 0 8 10 35 0 4 3 
Obs946 946 1 1 0 2 1 3 0 5 4 0 21 3.8 0 0 0 0 5 1 3 3 5 40 5 10 30 5 0 4 10 10 30 5 3 
Obs947 947 1 1 0 2 1 2 5 6 2 1 31 3.2 0 0 0 0 0 1 3 2 2 80000 6 1 50 3 0 0 2 10 30 3 3 
Obs948 948 1 1 0 3 0 3 7 0 1 1 32 3.5 15 1 1 2 0 1 3 10 10 300 5 5 500 0 5 9 7 0 100 2 3 
Obs949 949 1 1 0 3 1 0 6 3 6 1 28 3.6 0 0 0 0 3 1 3 2 5 35 5 10 65 2 0 4 9 0 90 1 3 
Obs950 950 0 0 0 1 0 3 7 0 7 1 31 3.7 1 0 2 0 5 1 3 1 5 150 5 5 100 6 5 6 8 0 100 3 3 
Obs951 951 0 0 0 2 0 3 7 0 7 1 31 3.9 4 0 0 2 7 0 3 15 0 300 5 5 250 2 2 10 9 0 30 10 3 
Obs952 952 1 1 0 1 1 5 0 7 5 1 21 3.7 10 3 0 2 7 1 4 4 5 9000 6 5 100 5 5 5 9 15 0 2 3 
Obs953 953 0 0 0 2 1 3 7 0 5 1 34 3.3 4 10 0 0 1 0 2 4 0 100 6 10 15 5 0 4 8 0 0 5 3 
Obs954 954 0 0 0 2 1 0 0 8 5 1 31 3.9 3 0 0 0 4 1 2 10 3 60 5 8 120 2 0 7 6 0 80 10 3 
Obs955 955 1 1 1 3 1 3 4 7 7 1 27 2.8 0 0 0 0 7 1 3 5 4 70 5 8 40 5 0 7 10 0 100 8 3 
Obs956 956 1 1 0 3 1 2 0 1 7 1 27 2.6 10 8 1 1 1 1 5 5 8 300 5 10 260 4 0 5 5 10 70 9 3 
Obs957 957 0 0 0 1 1 3 0 10 3 1 29 4 0 0 0 1 1 1 3 10 8 100 5 10 50 5 0 3 8 0 100 6 3 
Obs958 958 1 1 0 0 1 0 0 7 4 1 27 3.6 0 0 1 2 1 1 1 2 2 100 6 10 13 5 5 4 8 10 0 7 3 
Obs959 959 1 1 0 3 0 0 7 5 3 0 29 3.8 2 4 18 4 0 0 1 8 0 50 2 10 14 0 0 10 0 25 0 7 3 
Obs960 960 1 1 0 0 1 0 0 9 7 0 28 3.6 0 0 0 2 2 1 5 5 2 150 6 10 350 8 1 5 10 0 100 8 3 
Obs961 961 0 0 0 2 0 3 4 0 10 1 28 4 0 0 0 2 2 1 2 3 5 100 5 5 200 2 5 5 8 0 100 5 3 
Obs962 962 0 0 0 3 0 3 7 0 3 1 32 3.2 5 1 4 2 2 0 0 4 10 2000 5 0 2000 7 1 1 8 0 100 5 3 
Obs963 963 1 1 0 2 0 3 7 0 3 0 30 2.8 3 0 0 0 5 1 3 3 2 90 5 5 99 5 2 2 2 5 100 0 3 
Obs964 964 1 1 1 0 1 0 0 8 6 0 25 3.2 5 20 5 1 6 1 1 4 5 200 5 5 300 9 1 5 5 0 100 0 3 
Obs965 965 0 0 1 2 0 4 4 5 5 1 30 4 25 0 0 0 50 1 4 10 10 99999 5 5 99999 5 1 5 10 0 100 10 3 
Obs966 966 1 1 0 2 1 2 6 1 7 0 21 3.4 12 10 15 3 1 1 6 3 3 60 5 10 30 1 0 5 8 0 0 1 3 
Obs967 967 1 1 0 0 1 0 7 0 5 1 29 3.5 1 2 2 3 5 1 3 6 5 80 5 8 50 1 0 5 9 20 0 10 3 
Obs968 968 1 1 0 3 1 1 0 6 7 1 23 2.9 4 4 0 0 0 1 6 2 6 100 2 5 50 4 0 6 7 5 0 3 3 
Obs969 969 0 0 0 2 1 3 6 3 0 1 26 3 6 8 0 1 7 1 2 2 5 100 1 7 300 7 1 2 10 5 60 9 3 
Obs970 970 1 1 0 0 1 0 0 7 5 0 28 4 6 5 4 3 7 1 5 2 3 80 5 10 100 6 1 1 10 0 100 10 3 
Obs971 971 0 0 0 3 1 2 0 8 10 1 28 3.1 0 0 1 1 8 0 1 3 8 125 6 6 33 8 1 9 9 0 0 8 3 
Obs972 972 0 0 1 2 1 0 6 0 6 1 33 2 15 30 2 1 1 1 2 4 3 100 6 10 162 4 2 7 3 5 50 5 3 
Obs973 973 1 1 0 3 1 1 0 1 1 1 20 3.5 5 0 0 0 30 1 10 10 4 64 5 10 28 5 0 6 10 10 100 6 3 
Obs974 974 0 0 0 2 0 3 6 0 0 1 30 3.5 24 0 0 2 3 1 3 5 5 200 2 5 200 5 5 5 10 0 100 5 3 
Obs975 975 1 1 0 3 1 1 0 7 8 0 22 3.6 4 1 0 1 2 1 2 0 10 400 5 10 10 0 0 5 3 0 10 10 3 
Obs976 976 1 1 1 2 1 0 0 1 2 0 25 3.7 3 5 0 1 1 1 3 3 4 50 2 10 200 1 0 5 9 0 60 7 3 
Obs977 977 1 1 0 1 1 3 4 0 6 1 26 3.8 3 4 1 1 4 1 7 3 6 100 5 10 65 1 0 5 9 0 100 7 3 
Obs978 978 1 1 1 2 1 0 0 6 3 1 30 3.4 8 12 2 0 2 1 3 3 5 100 5 6 75 6 1 5 7 0 10 0 3 
Obs979 979 1 1 0 2 1 5 2 4 7 1 32 4 0 0 0 0 14 1 3 5 1 60 5 5 250 0 0 7 9 0 100 9 3 
Obs980 980 0 1 0 0 1 5 7 10 10 0 12 1 50 50 50 0 0 2 10 0 10 1 1 0 0 10 4 0 0 50 0 0 3 
Obs981 981 0 0 1 2 1 4 2 7 7 1 24 3.9 10 5 1 0 4 1 5 5 10 100 6 10 0 2 0 0 6 0 0 8 3 
Obs982 982 1 1 0 2 1 0 0 3 7 1 28 3.8 2 0 0 1 2 1 1 5 5 100 6 5 300 5 0 5 9 0 100 5 3 
Obs983 983 1 1 0 1 1 2 0 4 2 1 23 3.4 4 6 2 1 2 0 3 3 7 170 5 10 90 4 0 5 7 10 50 3 3 
Obs984 984 1 1 0 3 0 3 4 5 5 1 23 3.6 0 0 0 0 4 1 2 7 7 200 5 5 60 5 5 3 8 0 100 4 3 
Obs985 985 0 0 0 0 1 0 0 6 7 0 24 3 1 2 10 4 0 1 2 5 10 100 6 5 70 6 2 6 8 50 0 6 3 
Obs986 986 1 1 1 3 1 2 5 3 10 1 24 2.7 3 3 3 2 1 1 5 4 5 50 5 10 15 2 0 5 7 10 0 8 3 
Obs987 987 1 1 0 2 1 0 0 6 1 1 24 3.7 4 0 0 2 8 1 6 3 0 150 2 2 850 3 0 0 8 10 100 9 3 
Obs988 988 1 1 0 2 1 2 0 5 7 1 21 3.3 6 0 3 2 3 1 2 4 10 45 6 10 5 5 5 0 6 0 70 2 3 
Obs989 989 0 0 1 1 1 0 1 0 3 1 32 2.7 10 12 6 1 6 1 5 4 9 150 6 5 80 6 1 0 4 0 10 4 3 
Obs990 990 0 0 0 2 1 2 5 5 3 0 17 2.9 0 0 3 1 1 1 4 2 8 80 2 10 62 5 0 5 10 0 0 10 3 
Obs991 991 0 0 0 0 0 3 0 5 5 1 30 2.9 4 2 11 2 1 1 1 5 10 50 6 5 60 0 0 5 5 0 40 5 3 
Obs992 992 0 0 0 1 0 4 6 8 5 1 31 3 4 2 4 4 5 1 1 5 5 100 5 8 1 7 5 10 10 0 100 5 3 
Obs993 993 1 1 0 1 1 0 6 1 3 0 35 3.5 6 5 2 1 8 1 2 3 5 90 5 8 150 3 2 4 4 20 20 7 3 
Obs994 994 0 0 0 0 1 0 6 4 2 1 29 3.2 0 0 3 2 1 0 3 3 4 100 2 10 40 4 2 5 8 30 0 10 3 
Obs995 995 1 1 0 2 1 0 0 7 3 0 26 4 4 3 0 0 3 1 5 11 4 60 5 10 45 3 0 6 8 0 20 10 3 
Obs996 996 1 1 1 2 1 0 6 1 4 0 31 3.2 1 2 3 4 0 1 4 3 3 50 5 10 70 3 0 5 3 10 90 8 3 
Obs997 997 0 0 0 3 1 0 4 8 4 1 28 3.8 15 8 11 4 7 1 5 3 7 1000 6 7 700 5 2 6 8 0 30 10 3 
Obs998 998 0 0 0 2 1 4 3 4 6 1 28 3 5 0 3 1 2 1 5 5 5 100 5 10 50 2 0 4 10 5 100 2 3 
Obs999 999 1 1 0 3 1 2 0 3 10 1 27 3.5 0 0 0 0 1 1 5 3 5 50 5 8 15 5 2 5 7 0 0 9 3 
Obs1000 1000 0 0 1 3 0 3 5 1 0 0 32 2.9 4 7 8 3 7 1 2 4 2 80 5 4 140 0 1 3 10 0 100 8 3 
Obs1001 1001 0 0 0 1 0 4 3 2 6 1 32 3.5 4 4 0 0 1 1 2 10 7 250 6 9 250 5 5 0 9 0 0 5 3 
Obs1002 1002 0 0 0 1 1 0 6 1 7 1 32 4 3 1 1 1 3 0 4 6 6 110 5 8 65 3 0 6 8 15 90 10 3 
Obs1003 1003 0 0 0 2 1 1 6 3 6 1 32 3.6 8 10 7 0 1 1 3 5 5 115 2 10 275 2 2 4 10 20 100 9 3 
Obs1004 1004 1 1 1 2 1 4 3 8 7 1 30 3.6 15 22 1 1 6 1 7 8 5 100 2 10 90 4 0 3 9 10 100 9 3 
Obs1005 1005 0 0 0 3 1 2 2 5 8 1 25 3 6 3 1 1 4 1 6 4 10 1000 5 10 50 5 0 5 10 30 100 0 3 
Obs1006 1006 1 1 0 2 1 3 0 0 6 1 28 3.6 0 0 0 0 7 1 6 3 5 120 5 10 200 3 0 4 7 0 30 5 3 
Obs1007 1007 1 1 0 0 1 0 7 0 7 1 31 3.8 0 0 1 0 1 1 2 2 7 80 5 10 35 0 5 5 8 10 0 10 3 
Obs1008 1008 1 1 1 0 1 0 0 8 8 0 22 3.9 0 0 0 1 5 1 2 2 8 50 5 5 80 6 1 5 10 0 80 5 3 
Obs1009 1009 0 0 1 2 1 0 0 4 4 1 28 2.9 1 1 0 0 2 1 3 0 3 110 6 5 70 5 2 5 7 0 10 0 3 
Obs1010 1010 1 1 0 0 1 0 0 6 4 1 19 3.4 12 22 0 0 0 1 5 2 8 80 1 6 120 5 1 8 9 10 90 6 3 
Obs1011 1011 1 1 0 2 1 0 0 3 5 1 33 3.9 2 0 0 0 3 1 2 5 3 100 5 9 25 5 0 3 4 0 90 0 3 
Obs1012 1012 0 0 0 1 0 4 5 4 5 1 22 3 9 3 4 4 5 1 5 5 4 10000 5 4 10000 4 5 4 6 15 70 3 3 
Obs1013 1013 1 1 1 2 1 0 0 7 10 1 24 3.3 5 5 5 1 9 1 2 5 5 100 6 0 200 5 5 5 10 0 100 7 3 
Obs1014 1014 0 0 1 1 1 0 6 3 8 1 30 3.9 10 2 1 1 1 1 10 6 0 50 6 6 160 5 2 6 6 0 90 4 3 
Obs1015 1015 0 0 0 3 1 3 7 1 2 0 13 4 2 1 1 1 2 1 3 1 1 12 3 2 1 1 1 2 1 5 10 1 3 
Obs1016 1016 0 0 1 3 1 3 7 0 7 1 26 2.5 6 6 4 1 3 1 5 7 9 100 6 6 45 3 0 5 8 0 0 9 3 
Obs1017 1017 0 0 0 2 1 0 7 0 7 1 35 3.8 12 12 2 1 1 0 10 5 10 250 5 5 135 3 0 3 9 10 60 10 3 
Obs1018 1018 1 1 0 2 1 4 3 9 3 1 34 3.9 0 0 0 0 7 0 3 5 5 100 2 10 120 2 0 7 8 0 50 6 3 
Obs1019 1019 1 1 1 3 0 0 6 0 10 1 32 3.2 0 0 2 2 1 1 2 4 5 90 2 10 120 4 2 8 7 0 80 4 3 
Obs1020 1020 0 0 0 2 1 3 6 0 5 1 34 3.4 5 3 1 1 0 0 0 6 8 85 2 8 142 6 2 4 6 5 80 6 3 
